,Title,Date,State,Total Deaths,full place name
10335,Fulani youth leader shot dead in Plateau,3/11/21,Plateau,1,"Barkin Ladi, Plateau, Nigeria"
10336,Five killed as armed robbers storm banks in Osun,3/11/21,Osun,5,"Odo0tin, Osun, Nigeria"
10337,Bandits Abduct 50 Muslim Passengers On Maulud Procession Journey In Katsina,3/11/21,Katsina,0,"Faskari, Katsina, Nigeria"
10338,"Shoot-On-Sight Order: Police Kill Bandit In Kaduna, Recover AK-49",3/11/21,Kaduna,1,"Giwa, Kaduna, Nigeria"
10339,"Bandits Attack Benue Police Station, Kill Policeman, Set It Ablaze",3/11/21,Benue,1,"Katsina (Benue), Benue, Nigeria"
10340,"Boko Haram Allegedly Kills 33 Nigerian Soldiers, Injures 20 Others In Borno",3/11/21,Borno,33,"Monguno, Borno, Nigeria"
10341,Many Killed As Bandits Attack Six Communities In Zamfara,3/11/21,Zamfara,30,"Maradun, Zamfara, Nigeria"
10342,Many Killed As Bandits Attack Six Communities In Zamfara,3/11/21,Zamfara,10,"Tsafe, Zamfara, Nigeria"
10343,"Bandits Abduct NSCDC Operative’s Daughter, Shoot Woman In Kebbi",3/12/21,Kebbi,0,"Kebbe, Kebbi, Nigeria"
10344,Gunmen assassinate retired DIG’s wife in Benue,3/13/21,Benue,1,"Makurdi, Benue, Nigeria"
10345,Troops kill 2 bandits in Kaduna,3/13/21,Kaduna,2,"Chikun, Kaduna, Nigeria"
10346,"Gunmen ambush travellers in Ekiti, kill one",3/13/21,Ekiti,1,"Ikere, Ekiti, Nigeria"
10347,"Unknown assailants kill police inspector, one other in Bauchi, says Police spokesman",3/13/21,Bauchi,2,"Toro, Bauchi, Nigeria"
10348,Police confirm killing of 6 persons by gunmen in Osun village,3/13/21,Osun,6,"Irewole, Osun, Nigeria"
10349,"Troops Kill Scores of Terrorists Along Lake Chad, Loses 4 Personnel In Battle",3/13/21,Borno,44,"Kukawa, Borno, Nigeria"
10350,Gunmen Kill Secondary School Student In Plateau,3/13/21,Plateau,1,"Barkin Ladi, Plateau, Nigeria"
10351,"Terrorists kill one, abduct six in Niger community",3/12/21,Niger,1,"Shiroro, Niger, Nigeria"
10352,Boko Haram kill 10 soldiers in Mallam Fatori,3/10/21,Borno,10,"Abadam, Borno, Nigeria"
10353,Boko Haram kill 6 soldiers in Borno,3/12/21,Borno,6,"Kaga, Borno, Nigeria"
10354,"Again, Troops Foil Attempt To Kidnap Students",3/14/21,Kaduna,0,"Ikara, Kaduna, Nigeria"
10355,Two Kidnappers Shot Dead In Abuja,3/14/21,Federal Capital Territory,2,"Abaji, Federal Capital Territory, Nigeria"
10356,"Again, Military Foils Attack As Bandits Storm Kaduna Airport",3/14/21,Kaduna,0,"Igabi, Kaduna, Nigeria"
10357,"9 Bandits Killed On Their Way To Buy Foodstuff, Recharge Cards, Four Arrested In Niger State",3/14/21,Niger,9,"Lapai, Niger, Nigeria"
10358,"Gunmen kidnap two female students of OOU, demand N50m ransom",3/14/21,Ogun,0,"EgbadoNorth, Ogun, Nigeria"
10359,Gunmen kidnap secondary school teacher in Ogun,3/14/21,Ogun,0,"Imeko-Afon, Ogun, Nigeria"
10360,"Suspected herdsmen tie Oyo farmer to tree, kill him with machete",3/14/21,Oyo,1,"Saki West, Oyo, Nigeria"
10361,"Gunmen Abduct 10 Women, Children In Niger, Take Food Vendor And Her Food Along",3/14/21,Niger,0,"Suleja, Niger, Nigeria"
10362,"Bandits kill two, abduct one in Katsina",3/14/21,Katsina,2,"Safana, Katsina, Nigeria"
10363,Bandits abduct four in Katsina,3/14/21,Katsina,0,"Danmusa, Katsina, Nigeria"
10364,Boko Haram Terrorists Kill 22 Herdsmen In Borno,3/14/21,Borno,22,"Monguno, Borno, Nigeria"
10365,Three teachers kidnapped in Kaduna school attack,3/15/21,Kaduna,0,"Birnin-G, Kaduna, Nigeria"
10366,Gunmen abduct Catholic priest in Delta,3/15/21,Delta,0,"Ukwuani, Delta, Nigeria"
10367,"Troops kill 41 terrorists, rescue 60 captives in Gamboru",3/15/21,Borno,41,"Ngala, Borno, Nigeria"
10368,"Troops neutralise 2 bandits, rescue 4 kidnap victims in Kaduna",3/15/21,Kaduna,2,"Chikun, Kaduna, Nigeria"
10369,"Troops Kill Six Boko Haram Terrorists In Borno, Recover Weapons",3/15/21,Borno,6,"Dikwa, Borno, Nigeria"
10370,Bandits attack Emir of Birnin Gwari’s convoy,3/15/21,Kaduna,0,"Chikun, Kaduna, Nigeria"
10371,Bandits kill two in Kauru,3/15/21,Kaduna,2,"Kauru, Kaduna, Nigeria"
10372,Two abducted at Ibadan quarry site,3/15/21,Oyo,0,"IbadanNorth, Oyo, Nigeria"
10373,Mob kills suspected armed robber in Delta,3/15/21,Delta,1,"Warri North, Delta, Nigeria"
10374,Police begin probe as suspected herdsmen kidnap five in Anambra,3/15/21,Anambra,0,"Ayamelum, Anambra, Nigeria"
10375,Nigerian Soldiers Flee As Boko Haram Takes Over Military Base In Borno,3/15/21,Borno,5,"Mobbar, Borno, Nigeria"
10376,Three feared killed in Ilorin cults clash,3/16/21,Kwara,3,"Ilorin East, Kwara, Nigeria"
10377,"Three Soldiers, Five Villagers Killed As Bandits Attack Zamfara LGA",3/16/21,Zamfara,8,"Gusau, Zamfara, Nigeria"
10378,"Boko Haram attacks Yobe community, burns School, Health Centre",3/16/21,Yobe,0,"Gujba, Yobe, Nigeria"
10379,"One killed, houses burnt in Benue communal clash",3/16/21,Benue,1,"Gwer East, Benue, Nigeria"
10380,"One LASTMA officer killed, another injured by drivers in Lagos",3/16/21,Lagos,1,"Ikorodu, Lagos, Nigeria"
10381,One hacked to death over land dispute in Delta community,3/16/21,Delta,1,"Ughelli North, Delta, Nigeria"
10382,"Bandits kill policeman, abduct three in Kaduna",3/17/21,Kaduna,1,"Chikun, Kaduna, Nigeria"
10383,"Bandits kill man, abduct two children in Katsina community",3/17/21,Katsina,1,"Bakori, Katsina, Nigeria"
10384,"Troops kill armed robbery suspect in Plateau, recover arms",3/17/21,Plateau,1,"Bassa, Plateau, Nigeria"
10385,"Hijab Controversy: Four pastors, 16 others injured in clash",3/17/21,Kwara,0,"Ilorin East, Kwara, Nigeria"
10386,"Gunmen Kill Man, Kidnap Mother And Brother In Jigawa",3/17/21,Jigawa,1,"BirninKu, Jigawa, Nigeria"
10387,"One killed, property destroyed as suspected cultists clash in Lagos",3/17/21,Lagos,1,"Kosofe, Lagos, Nigeria"
10388,"Police kill 2 bandits, recover 5 AK47, car, others in Kaduna",3/17/21,Kaduna,2,"Lere, Kaduna, Nigeria"
10389,"Gunmen Open Fire On Benue Man, Abduct Security Guard In Oyo",3/17/21,Benue,1,"Afijio, Benue, Nigeria"
10390,"Black Thursday in Anambra as gunmen kill four naval officers, three policemen",3/18/21,Anambra,4,"Oyi, Anambra, Nigeria"
10391,"Black Thursday in Anambra as gunmen kill four naval officers, three policemen",3/18/21,Anambra,3,"Anaocha, Anambra, Nigeria"
10392,Gunmen abduct Pastor in Niger,3/18/21,Niger,0,"Rafi, Niger, Nigeria"
10393,Bandits Kill One In Zamfara Market After Sighting Their Stolen Cattle,3/18/21,Zamfara,1,"Maru, Zamfara, Nigeria"
10394,"Gunmen abduct, kill ex-governor Wamakko’s personal aide",3/18/21,Sokoto,1,"Kware, Sokoto, Nigeria"
10395,"Boko Haram Terrorists Attack Borno Community Again, Burn Houses, Cars",3/18/21,Borno,5,"Mobbar, Borno, Nigeria"
10396,One Dies As Police Raid Robbers' Hideout In Bayelsa,3/18/21,Bayelsa,1,"Yenegoa, Bayelsa, Nigeria"
10397,"Suspected cultists kill 2, one beheaded in Anambra community",3/19/21,Anambra,2,"Ihiala, Anambra, Nigeria"
10398,"Gunmen kill two policemen, two prison warders in Anambra",3/19/21,Anambra,4,"Aguata, Anambra, Nigeria"
10399,Bandits kill 1 in Kaduna,3/19/21,Kaduna,1,"ZangonKa, Kaduna, Nigeria"
10400,Bandits kill 10 in Kaduna,3/19/21,Kaduna,10,"Kauru, Kaduna, Nigeria"
10401,Bandits kill 2 in Kaduna,3/19/21,Kaduna,2,"Chikun, Kaduna, Nigeria"
10402,3 dead as INEC suspends Ekiti bye-election indefinitely,3/20/21,Ekiti,3,"EkitiEas, Ekiti, Nigeria"
10403,Gunmen kidnap Ogun community leader at Ijebu-Ode,3/20/21,Ogun,0,"IjebuNorth, Ogun, Nigeria"
10404,"Inspector Killed As Gunmen Raze Imo Police Station, Free Prisoners",3/20/21,Imo,1,"IsialaMb, Imo, Nigeria"
10405,President-general kidnapped in Imo community,3/20/21,Imo,0,"IsialaMb, Imo, Nigeria"
10406,Gov Ortom narrowly escapes death as armed herders rain bullets on him,3/20/21,Benue,0,"Makurdi, Benue, Nigeria"
10407,One killed as rivalry cult group clash in Osogbo,3/20/21,Osun,1,"Osogbo, Osun, Nigeria"
10408,Boko Haram kills two Cameroonian soldiers in Borno,3/20/21,Borno,12,"Ngala, Borno, Nigeria"
10409,Cross River NLC chairman kidnapped,3/21/21,Cross River,0,"Calabar, Cross River, Nigeria"
10410,"Again, gunmen attack police station in Anambra",3/21/21,Anambra,0,"AwkaNort, Anambra, Nigeria"
10411,"Bandits kill community leader, injure brother in Kaduna attack",3/21/21,Kaduna,1,"Kajuru, Kaduna, Nigeria"
10412,Gunmen abduct wife of late Ekiti Surveyor-General,3/21/21,Ekiti,0,"Ado-Ekiti, Ekiti, Nigeria"
10413,"Herdsmen kill father, son, nephew in Edo farm reserve road",3/21/21,Edo,3,"Ukwuani, Edo, Nigeria"
10414,"Cultists ‘kill’ four, injure three in deadly attacks",3/21/21,Lagos,4,"Ibeju/Lekki, Lagos, Nigeria"
10415,Suspected Killer Herdsmen Allegedly Attack Igboho Mother's House,3/21/21,Oyo,0,"Orelope, Oyo, Nigeria"
10416,Another three police officers killed in Abia by gunmen,3/22/21,Abia,3,"Ohafia Abia, Abia, Nigeria"
10417,Bandits Kill 1 in Kaduna Village,3/22/21,Kaduna,1,"Jema'a, Kaduna, Nigeria"
10418,Bandits Kill 3 In Kaduna Village,3/22/21,Kaduna,3,"Igabi, Kaduna, Nigeria"
10419,Three Doctors Abducted In Kwara,3/22/21,Kwara,0,"Asa, Kwara, Nigeria"
10420,Suspected militants set ablaze Agip oil pipelines in Bayelsa community,3/22/21,Bayelsa,0,"Southern Ijaw, Bayelsa, Nigeria"
10421,Three killed in Delta cult clash,3/23/21,Delta,3,"Udu, Delta, Nigeria"
10422,One killed in Anambra cult clash,3/23/21,Anambra,1,"Ihiala, Anambra, Nigeria"
10423,"Nigerian Army, Police Kill 16 IPOB's Eastern Security Network Operatives In Abia",3/23/21,Abia,16,"Aba North, Abia, Nigeria"
10424,Gunmen Kill 12 In Taraba,3/23/21,Taraba,12,"Takum, Taraba, Nigeria"
10425,One killed as cultists go on rampage in Delta community,3/23/21,Delta,1,"Ughelli South, Delta, Nigeria"
10426,"Gunmen kill police inspector, set patrol vehicle ablaze in Delta",3/23/21,Delta,1,"Ndokwa East, Delta, Nigeria"
10427,"Kaduna: Troop destroy bandits’ camps, kill 2",3/24/21,Kaduna,2,"Chikun, Kaduna, Nigeria"
10428,"Gunmen kidnap FCTA staff, 3 others, demand N50m ransom",3/24/21,Federal Capital Territory,0,"Kuje, Federal Capital Territory, Nigeria"
10429,Suspected cultists kill unidentified man in Delta,3/24/21,Delta,1,"Udu, Delta, Nigeria"
10430,"Bandits Kill Traditional Ruler, Two Others In Fresh Attack On Sokoto Community",3/24/21,Sokoto,3,"Illela, Sokoto, Nigeria"
10431,"Two Killed, Nine Injured As Bandits Shoot Traders In Kastina-Ala, Benue; two bandits killed as troops, bandits battle in Benue",3/24/21,Benue,4,"Katsina (Benue), Benue, Nigeria"
10432,"Bandits kill one Soldier, 20 vigilantes in Niger",3/24/21,Niger,21,"Mariga, Niger, Nigeria"
10433,Bandits again kill two persons in Kaura Namoda Fed. Poly in Zamfara,3/24/21,Zamfara,2,"Kaura-Na, Zamfara, Nigeria"
10434,Bandits kill eight in Birnin Gwari in Kaduna,3/25/21,Kaduna,8,"Birnin-G, Kaduna, Nigeria"
10435,Bandits kill one in Giwa in Kaduna,3/25/21,Kaduna,1,"Giwa, Kaduna, Nigeria"
10436,"Gunmen attack Jos airport quarters; abduct husband, wife, others",3/25/21,Plateau,0,"Barkin Ladi, Plateau, Nigeria"
10437,Gunmen abduct APC chieftain in Cross River,3/25/21,Cross River,0,"Bakassi, Cross River, Nigeria"
10438,Sporadic shootings in Borno as soldiers protest non-payment of allowances,3/25/21,Borno,0,"Maidugur, Borno, Nigeria"
10439,Police officer gun down truck driver in Plateau,3/25/21,Plateau,1,"Jos South, Plateau, Nigeria"
10440,"Gunmen Attack Ebonyi Community, Kill Scores Of Residents, Burn 200 Houses",3/25/21,Ebonyi,15,"Ohaukwu, Ebonyi, Nigeria"
10441,"Gunmen on rampage, kidnap house wife in Abuja",3/25/21,Federal Capital Territory,0,"Abaji, Federal Capital Territory, Nigeria"
10442,Angry Residents Kill Two Bandits In Katsina,3/25/21,Katsina,2,"Matazu, Katsina, Nigeria"
10443,Bandits Shoot Dead Niger State Accountant,3/26/21,Niger,1,"Kontogur, Niger, Nigeria"
10444,Gunmen Kidnap Eight RCCG Members In Kaduna,3/26/21,Kaduna,0,"Kachia, Kaduna, Nigeria"
10445,Troops kill 48 Boko Haram members in Chibok,3/26/21,Borno,48,"Chibok, Borno, Nigeria"
10446,"Again, B'Haram Terrorists Throw Maiduguri Into Darkness, Blow Up Power Tower",3/27/21,Borno,0,"Maidugur, Borno, Nigeria"
10447,Four feared died in Anambra suspected cult war,3/27/21,Anambra,2,"AwkaNort, Anambra, Nigeria"
10448,Mob lynches suspected child trafficker,3/27/21,Anambra,1,"AwkaNort, Anambra, Nigeria"
10449,Four feared died in Anambra suspected cult war,3/28/21,Anambra,2,"AwkaNort, Anambra, Nigeria"
10450,"Gunmen kill PDP chieftain in Niger, abduct wife",3/28/21,Niger,1,"Tafa, Niger, Nigeria"
10451,Three killed in cult-related crisis in Benue,3/28/21,Benue,3,"Ogbadibo, Benue, Nigeria"
10452,"8 die as herdsmen, villagers clash in Enugu community",3/28/21,Enugu,8,"Uzo-Uwani, Enugu, Nigeria"
10453,Tensions in Osogbo as three cultists die in fresh clash,3/28/21,Osun,3,"Osogbo, Osun, Nigeria"
10454,Assailants stab pastor’s wife to death in Benue,3/28/21,Benue,1,"Oturkpo, Benue, Nigeria"
10455,"Hoodlums attack Aregbesola’s aide, others in Osun",3/28/21,Osun,0,"Osogbo, Osun, Nigeria"
10456,"Gunmen abduct three in Osun, demand N50m ransom",3/25/21,Osun,0,"Atakumosa West, Osun, Nigeria"
10457,"Fierce gun duel as Police fight off bandits, rescue 5 victims in Kaduna",3/26/21,Kaduna,1,"Buruku, Kaduna, Nigeria"
10458,"Herdsmen attack Ebonyi communities, kill 20, destroy property, others",3/29/21,Ebonyi,20,"Ishielu, Ebonyi, Nigeria"
10459,"Again, hoodlums set ablaze police inspector in Akwa Ibom",3/29/21,Akwa Ibom,1,"Essien-U, Akwa Ibom, Nigeria"
10460,Gunmen Kill Three People In Reprisal Attack On Ebonyi Community,3/29/21,Ebonyi,3,"Ezza South, Ebonyi, Nigeria"
10461,"One killed, scores injured as police, Shi’ites clash",3/29/21,Federal Capital Territory,1,"AbujaMun, Federal Capital Territory, Nigeria"
10462,"Police Confirm Gunmen Abducted Farmer, Couple In Ibadan",3/29/21,Oyo,0,"Oluyole, Oyo, Nigeria"
10463,"Catholic priest, 3 others feared abducted in Kaduna",3/29/21,Kaduna,0,"Kagarko, Kaduna, Nigeria"
10464,Pandemonium As Thugs Attack Niger's LGA Chairman,3/29/21,Niger,0,"Shiroro, Niger, Nigeria"
10465,"Three killed, farm crops destroyed in fresh Plateau attacks",3/29/21,Plateau,3,"Bassa, Plateau, Nigeria"
10466,"Four policemen killed, four missing in clash with IPOB",3/29/21,Akwa Ibom,4,"Essien-U, Akwa Ibom, Nigeria"
10467,"Gunmen kill catholic priest, three parishioners in Benue",3/30/21,Benue,4,"Katsina (Benue), Benue, Nigeria"
10468,Six feared dead in Delta bank robbery,3/30/21,Delta,6,"AniochaN, Delta, Nigeria"
10469,Gunmen abduct two Chinese farmers in Ogun,3/30/21,Ogun,0,"Obafemi-Owode, Ogun, Nigeria"
10470,Bandits kill 6 persons in Chikun,3/30/21,Kaduna,6,"Chikun, Kaduna, Nigeria"
10471,Bandits kill 1 person in Giwa,3/30/21,Kaduna,1,"Giwa, Kaduna, Nigeria"
10472,Bandits kill 1 person in Kajuru,3/30/21,Kaduna,1,"Kajuru, Kaduna, Nigeria"
10473,"Bandit killed, AK-47 recovered in Niger State",3/30/21,Niger,1,"Rafi, Niger, Nigeria"
10474,7 Killed In Communal Hostility Between A/Ibom /Abia States,3/30/21,Akwa Ibom,7,"Ibiono Ibom, Akwa Ibom, Nigeria"
10475,Communal Clash Claims Three Lives in Edo,3/30/21,Edo,3,"OwanWest, Edo, Nigeria"
10476,Two shot as ex-minister escapes death in Plateau attack,3/31/21,Plateau,0,"Riyom, Plateau, Nigeria"
10477,Herdsmen machete Ondo female farmer for resisting grazing on plantation,3/31/21,Ondo,1,"Akure North, Ondo, Nigeria"
10478,"Three Killed As Gunmen Storm Soludo’s Rally, State Commissioner Kidnapped",3/31/21,Anambra,3,"Aguata, Anambra, Nigeria"
10479,"Boko Haram kill one, loot foodstuff in Borno LG",3/31/21,Borno,1,"Damboa, Borno, Nigeria"
10480,Police Kill Suspected Armed Robber In Benue,3/31/21,Benue,1,"Makurdi, Benue, Nigeria"
10481,"Police kill 3 suspected kidnappers, recover firearms in Niger",3/14/21,Niger,3,"Lapai, Niger, Nigeria"
10482,"Bandits Kill 14, Abduct 20 In Niger",4/1/21,Niger,14,"Shiroro, Niger, Nigeria"
10483,Bandits kill ex-councillor in Kaduna,4/1/21,Kaduna,1,"Birnin-G, Kaduna, Nigeria"
10484,Bandits kill 1 in Kaduna community,4/1/21,Kaduna,1,"Kajuru, Kaduna, Nigeria"
10485,"Gunmen storm Ebonyi village, abduct head, four others",4/1/21,Ebonyi,0,"Ohaukwu, Ebonyi, Nigeria"
10486,"Gunmen strike again in troubled Abuja community, kidnap resident",4/1/21,Federal Capital Territory,0,"Kuje, Federal Capital Territory, Nigeria"
10487,Four persons feared dead in Bayelsa community over security contract,4/1/21,Bayelsa,4,"Ekeremor, Bayelsa, Nigeria"
10488,"Eight Killed, Many Injured As Boko Haram Terrorists Ambush Borno Government Officials",4/2/21,Borno,8,"Monguno, Borno, Nigeria"
10489,"Soldiers Shoot Dead Five Youths Going For Wedding In Taraba, Label Them Kidnappers",4/2/21,Taraba,5,"Ardo-Kola, Taraba, Nigeria"
10490,"Bandits kill Nasarawa MACBAN chairman, 1 other",4/2/21,Nassarawa,2,"Kokona, Nassarawa, Nigeria"
10491,"3 dead, 1 injured in sports’ bet shop in Imo",4/2/21,Imo,3,"Ehime-Mb, Imo, Nigeria"
10492,Police begin manhunt as kidnappers abduct Ekiti farmer,4/3/21,Ekiti,0,"Ikere, Ekiti, Nigeria"
10493,"Suspected herdsmen abduct five returning from Anambra wedding, two rescued",4/3/21,Anambra,0,"Anambra East, Anambra, Nigeria"
10494,"Gunmen Kill Delta Prince, Friend, Two Policemen",4/3/21,Delta,4,"Uvwie, Delta, Nigeria"
10495,"Fulani herdsmen strike again in Igangan, machete farmer to point of death",4/3/21,Oyo,1,"Ibarapa North, Oyo, Nigeria"
10496,Delta APC chieftain survives assassination attempt,4/3/21,Delta,0,"Ughelli North, Delta, Nigeria"
10497,"Ex-militants on the rampage in Ondo, set 17 houses ablaze",4/3/21,Ondo,0,"Ese-Odo, Ondo, Nigeria"
10498,"Bandits kill five, injure one in Kaduna village",4/4/21,Kaduna,5,"Chikun, Kaduna, Nigeria"
10499,"Residents flee as bandits ransack Allawa community, kill 5 soldiers",4/4/21,Niger,5,"Shiroro, Niger, Nigeria"
10500,APC caretaker chairman kidnapped in Rivers,4/4/21,Rivers,0,"Khana, Rivers, Nigeria"
10501,"Gunmen abduct father, wife, others in Ondo",4/4/21,Ondo,0,"AkokoNorthWest, Ondo, Nigeria"
10502,We killed 11 B’Haram terrorist in Borno ,4/4/21,Borno,11,"Gwoza, Borno, Nigeria"
10503,Police Neutralise Bandit’s Kingpin In Zamfara,4/4/21,Zamfara,1,"Maradun, Zamfara, Nigeria"
10504,Two killed as cultists invade Rivers community,4/4/21,Rivers,2,"Khana, Rivers, Nigeria"
10505,"Panic As Seven Northern Traders Shot Dead By ""Men In Military Uniform"" In Imo",4/3/21,Imo,7,"Orlu, Imo, Nigeria"
10506,Two die as police rescue six kidnapped victims in Delta,4/3/21,Delta,2,"Sapele, Delta, Nigeria"
10507,Two Chinese mineworkers kidnapped in Nigeria,4/5/21,Osun,0,"Atakumosa West, Osun, Nigeria"
10508,Gunmen abduct eight in Katsina,4/5/21,Katsina,0,"Danmusa, Katsina, Nigeria"
10509,Gunmen kill 2 mobile policemen in Taraba,4/5/21,Taraba,2,"Takum, Taraba, Nigeria"
10510,Bandits kill 2 soldiers in Benue,4/5/21,Benue,2,"Konshish, Benue, Nigeria"
10511,"Gunmen loot police armoury, free 1844 detainees in Imo",4/5/21,Imo,3,"Owerri Municipal, Imo, Nigeria"
10512,Kidnappers kill Lagos-based pastor in Ondo after collecting N2m ransom,4/4/21,Ondo,1,"Akoko South-East, Ondo, Nigeria"
10513,Bandits kill 2 in Kachia,4/6/21,Kaduna,2,"Kachia, Kaduna, Nigeria"
10514,Bandits kill 2 in Chikun,4/6/21,Kaduna,2,"Chikun, Kaduna, Nigeria"
10515,"Nine killed, 25 kidnapped on Kaduna-Kachia road",4/6/21,Kaduna,9,"Kajuru, Kaduna, Nigeria"
10516,One killed as Police repel attack on station in Ebonyi,4/6/21,Ebonyi,1,"Ebonyi, Ebonyi, Nigeria"
10517,Several people killed in military operation in Akwa Ibom,4/6/21,Akwa Ibom,10,"Essien-U, Akwa Ibom, Nigeria"
10518,"Gunmen Burn Police Station In Imo, Free Detainees",4/6/21,Imo,0,"Ehime-Mb, Imo, Nigeria"
10519,3 Cheat Death As Suspected Bandits Attack Women Farmers In Ekiti,4/6/21,Ekiti,0,"Ikole, Ekiti, Nigeria"
10520,"Two policemen, one expatriate killed in Benue",4/7/21,Benue,3,"Ukum, Benue, Nigeria"
10521,Three killed in Anambra cult clash,4/7/21,Anambra,3,"AwkaSout, Anambra, Nigeria"
10522,Three feared killed as cultists clash in Port Harcourt,4/7/21,Rivers,3,"Port Harcourt, Rivers, Nigeria"
10523,"Again, one killed in Rivers cult attacks",4/7/21,Rivers,1,"Asari-To, Rivers, Nigeria"
10524,Three quarry workers abducted in Ibadan,4/7/21,Oyo,0,"Oluyole, Oyo, Nigeria"
10525,"Panic as gunmen kidnap monarch, seven chiefs in Imo",4/7/21,Imo,0,"Ihitte/U, Imo, Nigeria"
10526,"Three kidnapped, one injured in fresh attacks in Ibarapa",4/7/21,Oyo,0,"Ibarapa Central, Oyo, Nigeria"
10527,"Gunmen abduct doctor, nurse in Ogun",4/7/21,Ogun,0,"Imeko-Afon, Ogun, Nigeria"
10528,Gunmen kidnap Okrika council boss,4/7/21,Rivers,0,"Port Harcourt, Rivers, Nigeria"
10529,Troops kill 24 bandits in Kaduna forest,4/7/21,Kaduna,24,"Birnin-G, Kaduna, Nigeria"
10530,Insecurity: Gunmen Kill Three Farmers In Taraba,4/7/21,Taraba,3,"Wukari, Taraba, Nigeria"
10531,Troops neutralise 12 assailants in Benue,4/7/21,Benue,12,"Konshish, Benue, Nigeria"
10532,"Police Repel Attack By Bandits On Zamfara Community, Recover Rifle And Ammunition",4/8/21,Zamfara,0,"Bungudu, Zamfara, Nigeria"
10533,"Gunmen hit another police formation in Imo, kidnap police officer",4/8/21,Imo,0,"Mbaitoli, Imo, Nigeria"
10534,"3 feared dead, scores injured in Share/Tsaragi renewed communal clash in Kwara",4/8/21,Kwara,3,"Ifelodun, Kwara, Nigeria"
10535,"How Nigerian Soldiers Killed Over 70 Innocent Persons, Demolished Farms, Schools, Hospitals",4/8/21,Benue,70,"Konshish, Benue, Nigeria"
10536,"One Officer, 10 Soldiers Killed By Gunmen In Benue",4/8/21,Benue,11,"Konshish, Benue, Nigeria"
10537,Gunmen Kidnap Another Petrol Dealer In Ekiti,4/8/21,Ekiti,0,"Oye, Ekiti, Nigeria"
10538,"Bandits kill one, abduct 10  people; set houses ablaze,  rustle cattle in Niger",4/9/21,Niger,1,"Shiroro, Niger, Nigeria"
10539,"Boko Haram kills 7, abducts 30 women in Adamawa community",4/9/21,Adamawa,7,"Hong, Adamawa, Nigeria"
