,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
Items,Agric eggs medium size,Agric eggs(medium size price of one),Beans brown,Beans white,Beef Bone in,Beef boneless,Bread sliced 500g,Bread unsliced 500g,Ofada,Chicken Feet,Chicken Wings,Evaporated tinned milk carnation 170g,"Evaporated tinned milk(peak), 170g",Frozen chicken,"Gari white,sold loose","Gari yellow,sold loose",Mudfish (aro) fresh,Mudfish dried,Onion bulb,Rice agric sold loose,Rice local sold loose,Rice Medium Grained,Rice imported,Tomato,Yam tuber,Dried Fish Sardine,Iced Sardine,Irish potato,Sweet potato,Tilapia fresh,Titus frozen,Catfish fresh,Catfish dried,Catfish Smoked,Mackerel frozen,Groundnut bottle,Maize grain white sold loose,Maize grain yellow sold loose,"Palm oil: 1 bottle,specify bottle",Plantain ripe,Plantain unripe,Vegetable bottle,Wheat flour: prepacked (golden penny 2kg)
Nasarawa,450.69163636363623,42.83856,279.5613605442174,322.44582417582404,1098.9118441558464,1350.8995324675293,268.16000000000037,261.88338000000005,303.2270769230774,424.393368,588.3554424,148.02432,176.81799999999967,1511.8592640000002,260.9925751334858,310.8218181818181,775.548888,1356.070222222224,129.94915294117604,372.68541600000003,371.2125128205127,385.4799999999997,494.36474725274763,160.61666666666645,138.07661538461508,1337.6088960000002,992.698152,183.8936347826084,159.02263627730272,657.823296,969.1004444444407,790.7299591836686,1348.4617142857135,1344.1520000000035,1011.34628571429,555.3146666666645,185.28386786170455,199.46236525973995,515.2023999999997,179.29848,185.77334328358185,558.2407392,737.215416
Niger,448.06016,43.72077,291.51709677419393,290.54645161290347,1164.6384649999998,1326.955974025971,281.27128999999996,261.11098999999996,408.879365079365,584.0870199999999,724.3365099999999,146.438,179.2634545454548,1516.67642,250.84644230769246,291.98444444444425,805.7433333333298,1445.9916666666697,158.99167741935474,395.46857142857107,373.9757142857144,400.9134285714288,415.78142857142814,128.8469230769226,136.50719780219768,1354.05,975.0564199999999,163.7899,152.37833110814466,497.0422222222266,1010.8011111111132,842.7206,1357.39333333333,1329.4526190476183,975.5710204081633,514.8733333333299,259.50634920634946,230.63380952380908,495.8420512820509,185.88097499999998,185.8559,497.3776699999999,697.2053599999999
Plateau,451.58181818181845,42.747272727272716,336.39947463516734,337.61493953888424,1230.110064935065,1334.925,252.3735,243.525,480.38431817665906,448.9326,612.1428,151.164,177.10909090909126,2312.0000000000036,269.31068832699793,298.06666666666644,805.2288000000001,1359.8181,159.71168831168873,455.79741935483827,407.01801135460755,385.88172043010763,456.24809384164246,131.1106837606837,148.5375,1418.02185,975.8000000000035,165.0293478260874,152.3625,505.05809999999997,986.7555555555582,873.273,1433.29635,1433.3448,1010.9322000000001,524.7333333333288,203.4379098393194,209.91673996501598,536.0666666666712,189.1636363636359,184.61286,534.9333333333288,798.15
Ekiti,742.777777777778,69.4117647058824,460.012987012987,500.321101916837,1773.4126984126985,2429.4117647058824,400.941176470588,400.0,540.888888888889,975.0,1650.0,225.0,251.11111111111111,2400.0,270.394861644511,312.525503170664,1510.72727272727,2300.42176342176,368.4273456012586,470.5882352941177,493.64167411289486,530.0,682.6850893501747,403.052503052503,634.560723514212,1600.0,1400.0,240.309523809524,190.4190580661169,1150.0,1414.87735247397,1250.0,2142.857142857143,1870.0,1052.07875457875,1413.3333333333333,258.49060178421234,237.95222338325786,933.333333333333,310.0352891193964,287.98893618718057,1268.62745098039,1075.0
Lagos,763.3333333333334,73.1818181818182,449.63332356622,511.176381047281,1520.81355932203,1700.0,428.5,379.54545454545456,850.246508446224,1060.33333333333,1604.7619047619,240.0,279.385026737968,2451.90476190476,374.929429182552,490.557302346776,1617.46031746032,2378.57142857143,609.371094854966,555.8101173020527,503.14653984008817,600.0,697.660068426197,554.757085020243,623.01909490688,1383.33333333333,1375.0,843.0219875909532,350.44492544492545,1844.4444444444443,1590.909090909091,1856.98757763975,2346.098901098901,1850.79365079365,1280.952380952381,1066.6666666666667,557.4304893750103,403.18420168754034,985.339366515837,381.307613808672,401.201078821125,1078.205128205128,995.0
Ondo,785.0,70.4210526315789,504.902634528854,581.1455381821524,1208.99205963377,1882.501425181296,393.333333333333,373.125,496.0025648850312,1450.0,1700.0,240.0,350.526315789474,2371.4285714285716,275.177446782409,328.8464394604746,1140.92260149794,2216.05958216791,425.54740972837374,509.80392156862746,584.610623995767,600.054597701149,755.785050536572,471.139046139046,454.908765243633,1250.81172431362,995.873118460075,420.982014388489,197.490425810098,1249.24630924631,1237.29277554942,1329.60317460317,1680.98141695703,1632.63075722092,1393.343365326287,1155.5555555555554,297.61680138019307,317.0019356266456,870.8333333333334,283.995237156284,298.843977181838,1132.771164021164,1025.0
Ogun,715.0,68.5714285714286,511.21338231528,543.770491803279,1746.27991056562,2171.28729600427,458.3333333333333,423.3333333333333,712.5,1400.0,1866.66666666667,255.0,261.538461538462,2350.0,357.604290339853,450.0,1290.6734006734,2714.28571428571,405.117389613188,523.486902347639,409.0909090909091,493.4583188015987,469.230769230769,477.5952228712105,361.0578013563696,1553.84615384615,1172.2222222222222,481.818181818182,252.486195861415,1223.52941176471,1479.5686109316784,1438.46153846154,2260.0,1952.0,1277.89133738602,930.0,293.2409037076671,313.76028988932217,769.04761904762,366.772133560863,330.238907157066,938.57142857143,1000.0
Osun,635.555555555556,62.8235294117647,543.894736842105,439.724137931035,1124.89730283228,1919.33089773017,470.0,391.1764705882353,471.428571428571,1210.0,1465.0,235.24,270.529411764706,2010.0,257.612942612943,273.951911986514,1484.00673400673,1634.21052631579,272.001851617899,383.333333333333,431.0509971778974,542.22010909627,532.45,279.209207139287,435.222271019372,1864.25120772947,1099.27001103472,365.0,155.833136656683,1058.8235294117646,1032.94389820706,1498.82352941176,1758.87995917847,1785.0,1383.11970677664,922.22222222222,194.130485527544,195.130485527544,998.069800569801,276.24674165807,227.74545644334734,965.07422402159,1000.0
Oyo,703.1578947368421,65.7777777777778,688.195187165775,642.301136363636,1420.35386590505,1657.08123955465,423.0769230769231,350.0,650.25,1350.0,1290.0,250.0,262.94117647058823,2650.0,252.634970393591,375.8116883116883,1198.5673088898895,1903.92994113502,440.98972922502327,495.161290322581,446.320564516129,580.161290322581,613.985568760611,374.875066339876,460.434842360308,1261.36363636364,1322.80162365403,372.126436781609,192.27734081411305,1273.00546448087,1297.5784698035,1248.36533949645,1908.9792042173,1500.0,1202.676111767021,1086.32478632479,241.1954365079365,251.417448292448,914.1628959276,284.20318467293197,272.1975181312397,987.66025641026,927.857142857143
Jigawa,716.666666666667,62.3333333333333,411.111111111111,276.619047619048,1315.84338863751,1603.52941176471,465.0,394.285714285714,428.044068504595,1020.0,1492.0,220.0,242.66666666666666,2600.0,297.879849195639,337.368485149962,1333.3333333333335,1400.0,277.086247086247,348.0,344.0914892729774,435.0,506.436781609195,239.66033966034,328.09116427539,1600.0,1245.7264957265,295.96560846560845,179.034861516479,1204.0404040404,1215.0,1351.3513513513512,1530.76923076923,1555.0,1214.8275862069,1035.1282051282,230.736129265867,241.880745041122,897.857142857143,250.769230769231,285.0,957.948717948718,1010.0
Kaduna,747.555555555556,61.4285714285714,423.66201699535,438.747793574204,1533.33333333333,1910.52631578947,454.545454545455,396.153846153846,390.777400703871,850.0,1280.0,225.0,236.666666666667,2500.0,401.598746081505,414.705882352941,1346.9387755102,1633.33333333333,310.68022886204704,414.19380252100837,463.73267796745,556.1024203069657,557.43006993007,257.5661375661376,262.348521714464,1450.0,1233.33333333333,343.358267679313,170.048961608295,970.0,1466.66666666667,1250.0,1685.71428571429,1456.0,1223.7373737373737,890.58333333333,221.7376378619672,237.9905810983397,957.3333333333335,246.0,285.0,1026.6666666666667,1068.75
Kano,771.4285714285714,64.28571428571429,418.714285714286,465.0145772594751,1393.84615384615,1751.24223602484,487.5,354.285714285714,374.794745484401,910.0,1135.0,227.5,250.0,1925.0,325.571251638639,364.8324409415537,1368.29268292683,1378.0,239.12312177618296,415.51724137931,354.67980295566497,385.287356321839,371.674876847291,235.24696835255844,321.290087463557,1685.0,1155.0,241.421736158578,145.220067417648,1250.0,1367.02898550725,1320.0,1600.0,1555.0,1266.66666666667,1125.3333333333333,224.481792717087,218.95424836601308,1003.8095238095239,300.0,265.0,912.59259259259,1000.0
Katsina,730.769230769231,66.25,375.0,305.897435897436,1325.85227272727,1450.0,475.0,428.461538461538,365.0,1000.0,1010.0,225.714285714286,273.846153846154,2500.0,248.232323232323,258.660130718954,1333.3333333333335,1587.17948717949,340.17094017094,407.008928571429,360.888183785911,376.363636363636,427.142857142857,397.081646423752,348.127023127023,1250.0,1200.0,338.48765432098764,204.50928147939018,1200.0,1266.66666666667,1350.0,1525.26315789474,1535.0,1255.71428571429,948.538461538462,190.31303369912754,170.56923647087584,887.179487179487,330.769230769231,260.0,952.307692307692,963.333333333333
Kebbi,647.368421052632,62.5,358.441558441558,387.358276643991,1696.9696969697,1740.0,413.0,313.3333333333333,353.061224489796,966.66666666667,1030.0,205.0,253.636363636364,2425.0,259.883152078274,263.184771761014,1373.3333333333335,1371.42857142857,265.384615384615,394.540531729933,316.03942547056954,297.91013584117036,466.126324151462,337.916666666667,370.63492063492055,1520.0,1207.5,256.18683914013,364.29426494931613,1146.66666666667,1300.0,1325.67567567568,1888.888888888889,1585.0,1100.0,925.277777777778,240.09610349793974,245.1349018724905,751.666666666667,323.076923076923,270.0,901.212121212121,913.260869565217
Zamfara,670.0,65.0,464.28571428571433,455.026455026455,1650.0,1980.0,450.0,400.0,400.0,910.0,1075.0,210.0,245.0,2400.0,260.78431372549,485.83877995642695,1750.0,2600.0,250.0,433.3333333333333,340.9171075837743,400.0,533.3333333333334,331.578947368421,324.933292904791,1325.0,1100.0,285.0,164.02116402116403,1200.0,1200.0,1175.0,1295.0,1480.0,1200.0,918.09523809524,211.468253968254,214.444444444444,733.333333333333,248.0,265.0,966.66666666667,975.0
Sokoto,669.0,62.0,513.8888888888889,496.11111111111114,1401.5384615384614,1900.0,395.0,294.166666666667,414.285714285714,1075.0,1135.71428571429,228.0,250.0,2433.33333333333,337.472766884531,262.792650132215,1546.6666666666667,2017.0454545454545,302.663139329806,366.748768472906,330.049261083744,453.325123152709,522.222222222222,362.698412698413,389.651892225422,1550.0,1083.33333333333,384.282384282384,336.77845452039,1260.0,1446.6666666666667,1350.0,1514.28571428571,1555.0,1266.66666666667,1058.66666666666,254.90196078431367,224.99999999999997,746.666666666667,350.0,300.0,982.666666666667,968.333333333333
